artist,score,category
Bernard Aubertin,0.5475396,fineart
Bernard Buffet,0.7103491,cartoon
Bernard D’Andrea,0.5874042,fineart
Bernard Fleetwood-Walker,0.57987773,digipa-high-impact
Bernard Meninsky,0.5302034,digipa-high-impact
Bernard van Orley,0.62221646,fineart
Bernardino Mei,0.6486895,fineart
Bernardo Bellotto,0.70720065,fineart
Bernardo Cavallino,0.5858575,fineart
Bernardo Daddi,0.46088326,digipa-low-impact
Bernardo Strozzi,0.63510317,fineart
Bernat Sanjuan,0.45074993,fareast
Berndnaut Smilde,0.50864,digipa-med-impact
Bernie D’Andrea,0.48813275,digipa-med-impact
Bernie Wrightson,0.64101505,fineart
Bernt Tunold,0.56383425,digipa-high-impact
Bert Hardy,0.6972966,black-white
Bert Stern,0.53411555,scribbles
Bertalan Karlovszky,0.48338628,digipa-med-impact
Bertalan Pór,0.4930132,digipa-med-impact
Bertalan Székely,0.5548113,digipa-high-impact
Berthe Morisot,0.7165984,fineart
Bertil Nilsson,0.45724383,digipa-low-impact
Bertram Brooker,0.46176457,digipa-low-impact
Bess Hamiti,0.46062252,digipa-low-impact
Bessie Wheeler,0.5269164,digipa-high-impact
Beth Conklin,0.6388204,digipa-high-impact
Bettina Heinen-Ayech,0.51334465,digipa-med-impact
Betty Churcher,0.65387225,fineart
Betty Merken,0.56281745,digipa-high-impact
Betye Saar,0.64877665,fineart
Bholekar Srihari,0.47387534,digipa-low-impact
Bhupen Khakhar,0.8077607,scribbles
Bikash Bhattacharjee,0.45775396,digipa-low-impact
Bill Brandt,0.6833408,black-white
Bill Brauer,0.5824066,fineart
Bill Carman,0.66390574,fineart
Bill Durgin,0.4300932,digipa-low-impact
Bill Gekas,0.48848945,digipa-med-impact
Bill Henson,0.5394536,digipa-high-impact
Bill Jacklin,0.77504414,fineart
Bill Lewis,0.48635158,digipa-med-impact
Bill Medcalf,0.59950054,fineart
Bill Sienkiewicz,0.6125557,digipa-high-impact
Bill Traylor,0.73189163,scribbles
Bill Viola,0.62409425,digipa-high-impact
Bill Ward,0.61953044,digipa-high-impact
Bill Watterson,0.5542879,digipa-high-impact
Billie Waters,0.65684533,digipa-high-impact
Billy Childish,0.6902057,scribbles
Bjarke Ingels,0.68933153,digipa-high-impact
Bjørn Wiinblad,0.45934483,digipa-low-impact
Blanche Hoschedé Monet,0.7143073,fineart
Blek Le Rat,0.49008566,digipa-med-impact
Bo Bartlett,0.51341593,digipa-med-impact
Bob Byerley,0.5375774,fineart
Bob Eggleton,0.63277495,digipa-high-impact
Bob Ringwood,0.5935273,digipa-high-impact
Bob Ross,0.51628315,fineart
Bob Thompson,0.49743804,fineart
Bohumil Kubista,0.4679809,digipa-low-impact
Bojan Jevtic,0.41141546,fineart
Bonnard Pierre,0.72309464,nudity
Bordalo II,0.7467364,digipa-high-impact
Boris Grigoriev,0.6107853,scribbles
Boris Groh,0.5888809,digipa-high-impact
Boris Kustodiev,0.68329334,fineart
Boris Vallejo,0.487253,fineart
Botero,0.63843524,scribbles
Bouchta El Hayani,0.49455142,digipa-med-impact
Božidar Jakac,0.4763106,digipa-med-impact
Bracha L. Ettinger,0.56237936,fineart
Brad Kunkle,0.5659712,fineart
Brad Rigney,0.28446302,digipa-low-impact
Bradley Walker Tomlin,0.47462896,digipa-low-impact
Brandon Mably,0.8128239,weird
Brandon Woelfel,0.6727086,digipa-high-impact
Brassaï,0.6361966,digipa-high-impact
Brenda Chamberlain,0.5932333,fineart
Brent Heighton,0.4333118,fineart
Brett Weston,0.6891357,black-white
Brett Whiteley,0.81601924,scribbles
Breyten Breytenbach,0.4699338,digipa-low-impact
Brian and Wendy Froud,0.5246335,fineart
Brian Bolland,0.68496394,scribbles
Brian Despain,0.41538632,digipa-low-impact
Brian Froud,0.5270276,fineart
Brian K. Vaughan,0.64147836,cartoon
Brian Kesinger,0.63037646,scribbles
Brian M. Viveros,0.60233414,fineart
Brian Mashburn,0.63395154,digipa-high-impact
Brian Oldham,0.396231,digipa-low-impact
Brian Stelfreeze,0.7478351,scribbles
Brice Marden,0.70673287,digipa-high-impact
Bridget Bate Tichenor,0.73274165,scribbles
Bridget Riley,0.7155669,fineart
Brigid Derham,0.6270125,digipa-high-impact
Briton Rivière,0.6032918,fineart
Brooke DiDonato,0.47680336,digipa-med-impact
Brooke Shaden,0.61281693,digipa-high-impact
Brothers Grimm,0.47249007,digipa-low-impact
Brothers Hildebrandt,0.5850233,fineart
Bruce Coville,0.5277226,digipa-high-impact
Bruce Davidson,0.6763525,digipa-high-impact
Bruce Gilden,0.7256681,black-white
Bruce McLean,0.76335883,scribbles
Bruce Munro,0.64084166,digipa-high-impact
Bruce Nauman,0.55257386,digipa-high-impact
Bruce Onobrakpeya,0.42588046,n
Bruce Pennington,0.6545669,fineart
Bruce Timm,0.6477877,scribbles
Bruno Catalano,0.6574354,fineart
Bruno Munari,0.73918355,weird
Bruno Walpoth,0.546167,digipa-high-impact
Bryan Hitch,0.6518333,cartoon
Buckminster Fuller,0.51607454,digipa-med-impact
Bunny Yeager,0.5455078,digipa-high-impact
Butcher Billy,0.7593378,cartoon
Byeon Sang-byeok,0.59200096,fareast
Byron Galvez,0.39178842,fareast
Béla Apáti Abkarovics,0.5499799,digipa-high-impact
Béla Czóbel,0.6031023,fineart
Béla Iványi-Grünwald,0.56355745,nudity
Béla Kondor,0.5427164,digipa-high-impact
Béla Nagy Abodi,0.5520624,digipa-high-impact
Béla Pállik,0.5507963,digipa-high-impact
Béni Ferenczy,0.55405354,digipa-high-impact
C. R. W. Nevinson,0.67946506,fineart
Caesar Andrade Faini,0.51971483,digipa-med-impact
Caesar van Everdingen,0.5981566,fineart
Cagnaccio di San Pietro,0.6261671,fineart
Cagnaccio Di San Pietro,0.6261671,fineart
Cam Sykes,0.510071,digipa-med-impact
Camille Bouvagne,0.5678048,fineart
Camille Corot,0.7355603,fineart
Camille Pissarro,0.73172396,fineart
Camille Souter,0.5213742,fineart
Camille Walala,0.6076875,digipa-high-impact
Camille-Pierre Pambu Bodo,0.60191673,fineart
Camilo Egas,0.4586727,digipa-low-impact
Canaletto,0.7090392,fineart
Candido Bido,0.59310603,fineart
Candido Portinari,0.63634276,fineart
Cao Zhibai,0.47476804,fareast
Caravaggio,0.7050303,fineart
Carel Fabritius,0.6688478,fineart
Carel Weight,0.6684968,fineart
Carel Willink,0.58120143,fineart
Carey Morris,0.44388965,digipa-low-impact
Carl Arnold Gonzenbach,0.5703996,fineart
Carl Barks,0.6923666,cartoon
Carl Critchlow,0.4636,digipa-low-impact
Carl Eugen Keel,0.539739,digipa-high-impact
Carl Eytel,0.52646196,digipa-high-impact
Carl Frederik von Breda,0.57274634,fineart
Carl Gustaf Pilo,0.5443212,digipa-high-impact
Carl Gustav Carus,0.65355223,fineart
Carl Heinrich Bloch,0.64755356,fineart
Carl Holsoe,0.68082225,fineart
Carl Hoppe,0.44270635,digipa-low-impact
Carl Larsson,0.7296195,cartoon
Carl Rahl,0.5040115,digipa-med-impact
Carl Spitzweg,0.66581815,fineart
Carl Walter Liner,0.49826378,fineart
Carl-Henning Pedersen,0.4998986,digipa-med-impact
Carles Delclaux Is,0.46734855,digipa-low-impact
Carlo Carlone,0.55729353,fineart
Carlo Carrà,0.6556279,fineart
Carlo Crivelli,0.72764605,fineart
Carlo Galli Bibiena,0.6511681,nudity
Carlo Martini,0.5384833,digipa-high-impact
Carlo Randanini,0.55493265,digipa-high-impact
Carlos Berlanga,0.440354,digipa-low-impact
Carlos Enríquez Gómez,0.49494863,digipa-med-impact
Carlos Francisco Chang Marín,0.5304734,fineart
Carlos Saenz de Tejada,0.47332364,digipa-low-impact
Carlos Schwabe,0.7267612,fineart
Carlos Trillo Name,0.4470371,digipa-low-impact
Carmen Saldana,0.44076762,digipa-low-impact
Carne Griffiths,0.660091,weird
Caroline Chariot-Dayez,0.6195682,digipa-high-impact
Caroline Gotch,0.44263047,digipa-low-impact
Caroline Lucy Scott,0.49190843,digipa-med-impact
Carrie Mae Weems,0.6645416,n
Casey Weldon,0.6047672,cartoon
Caspar David Friedrich,0.6542175,fineart
Caspar Netscher,0.5019529,digipa-med-impact
Caspar van Wittel,0.57871693,fineart
Cassandra Austen,0.6135781,fineart
Cassius Marcellus Coolidge,0.5805516,c
Catherine Hyde,0.71266896,scribbles
Catrin G Grosse,0.5489286,digipa-high-impact
Catrin Welz-Stein,0.73117495,scribbles
Cecil Beaton,0.66362655,black-white
Cecile Walton,0.46672013,digipa-low-impact
Cecilia Beaux,0.6330725,fineart
Cecily Brown,0.6421981,fineart
Cedric Peyravernay,0.4200587,digipa-low-impact
Cedric Seaut (Keos Masons),0.4317356,digipa-low-impact
Cedric Seaut,0.43521535,digipa-low-impact
Ceferí Olivé,0.46058378,digipa-low-impact
Celia Fiennes,0.51266706,digipa-med-impact
Celia Frances Bedford,0.57313216,fineart
Cerith Wyn Evans,0.61829346,digipa-high-impact
Chad Knight,0.56194013,digipa-high-impact
Chagall,0.8718535,scribbles
Chaim Soutine,0.73662066,scribbles
Chantal Joffe,0.70036674,scribbles
Charles Addams,0.7344034,scribbles
Charles Alphonse du Fresnoy,0.63881266,fineart
Charles Alston,0.58453286,fineart
Charles Angrand,0.58077514,fineart
Charles Bird King,0.6194487,fineart
Charles Blackman,0.83200824,scribbles
Charles Camoin,0.7395686,scribbles
Charles Codman,0.5836579,fineart
Charles Conder,0.65420866,fineart
Charles Crodel,0.5633834,fineart
Charles Cundall,0.6349486,fineart
Charles Dana Gibson,0.67155975,fineart
Charles Demuth,0.71605396,scribbles
Charles E. Burchfield,0.75174403,scribbles
Charles Ellison,0.53152347,digipa-high-impact
Charles Fremont Conner,0.6023278,fineart
Charles Furneaux,0.58394694,fineart
Charles Ginner,0.62370133,fineart
Charles Gleyre,0.57490873,fineart
Charles Gwathmey,0.7394747,scribbles
Charles H. Woodbury,0.5848688,fineart
Charles Harold Davis,0.5460415,digipa-high-impact
Charles Haslewood Shannon,0.6060581,fineart
Charles Hinman,0.53911865,digipa-high-impact
Charles Hopkinson,0.54853606,fineart
Charles Joshua Chaplin,0.60498774,fineart
Charles Le Brun,0.6758479,fineart
Charles Le Roux,0.6426594,fineart
Charles Liu,0.5949787,digipa-high-impact
Charles Mahoney,0.5735923,digipa-high-impact
Charles Marion Russell,0.54696095,fineart
Charles Martin,0.43582463,fareast
Charles Maurice Detmold,0.70079994,fineart
Charles McAuley,0.6045995,fineart
Charles Mozley,0.5171356,digipa-med-impact
Charles Ragland Bunnell,0.61772746,fineart
Charles Rennie Mackintosh,0.81297064,scribbles
Charles Ricketts,0.56055415,fineart
Charles Roka,0.55762553,fineart
Charles Rollier,0.5539186,fineart
Charles S. Kaelin,0.5577954,fineart
Charles Schridde,0.51308405,digipa-med-impact
Charles Schulz,0.6113759,digipa-high-impact
Charles Spencelayh,0.67356884,fineart
Charles Thomson,0.5270127,digipa-high-impact
Charles Uzzell-Edwards,0.6014683,fineart
Charles Vess,0.6512271,cartoon
Charles W. Bartlett,0.67947805,fineart
Charles Williams,0.510406,digipa-med-impact
Charles Willson Peale,0.66907954,fineart
Charles-Amédée-Philippe van Loo,0.6725916,fineart
Charles-André van Loo,0.6830367,fineart
Charles-Francois Daubigny,0.73057353,fineart
Charles-François Daubigny,0.7252482,fineart
Charlie Bowater,0.4410439,special
Charline von Heyl,0.753142,scribbles
Charlotte Nasmyth,0.56481636,fineart
Charmion von Wiegand,0.5400893,fineart
Chaïm Soutine,0.72603923,scribbles
Chen Daofu,0.6492026,fineart
Chen Hong,0.46516004,fareast
Chen Hongshou,0.71268153,ukioe
Chen Jiru,0.4553378,fareast
Chen Lin,0.45035738,fareast
Chen Rong,0.5571221,fineart
Chen Yifei,0.5217867,fineart
Chen Zhen,0.5071876,digipa-med-impact
Cheng Jiasui,0.48889247,fareast
Cheng Zhengkui,0.57990086,fareast
Cherryl Fountain,0.5440454,fineart
Chesley Bonestell,0.6063316,fineart
Chica Macnab,0.4365166,digipa-low-impact
Chiharu Shiota,0.6621249,digipa-high-impact
Chiho Aoshima,0.71801454,anime
Childe Hassam,0.7418015,fineart
Ching Yeh,0.46177,fareast
Chinwe Chukwuogo-Roy,0.49445248,n
Chip Zdarsky,0.6381826,cartoon
Chizuko Yoshida,0.6233001,fareast
Choi Buk,0.44892842,fareast
Chris Claremont,0.6292076,digipa-high-impact
Chris Cold,0.4753577,fineart
Chris Foss,0.56495357,fineart
Chris Friel,0.5399168,fineart
Chris LaBrooy,0.45497298,digipa-low-impact
Chris Leib,0.60567486,fineart
Chris Mars,0.5861489,digipa-high-impact
Chris Ofili,0.8073793,scribbles
Chris Saunders,0.41429797,digipa-low-impact
Chris Turnham,0.5584234,digipa-high-impact
Chris Van Allsburg,0.66413003,fineart
Chris Ware,0.71628594,scribbles
Christabel Dennison,0.4677633,digipa-low-impact
Christen Købke,0.49961317,digipa-med-impact
Christian August Lorentzen,0.50989646,digipa-med-impact
Christian Jane Fergusson,0.5396168,fineart
Christian Krohg,0.6713641,fineart
Christian Rohlfs,0.6582814,fineart
Christian W. Staudinger,0.4684662,digipa-low-impact
Christoffel van den Berghe,0.6609149,fineart
Christoffer Wilhelm Eckersberg,0.6014842,fineart
Christoph Amberger,0.38912287,digipa-low-impact
Christoph Ludwig Agricola,0.62750757,fineart
Christophe Vacher,0.47325426,fineart
Christopher Balaskas,0.67935324,special
Christopher Jin Baron,0.4677839,digipa-low-impact
Christopher Moeller,0.45648077,digipa-low-impact
Christopher Williams,0.5052288,digipa-med-impact
Christopher Wood,0.49360397,digipa-med-impact
Christopher Wren,0.5715372,fineart
Chuck Close,0.6719756,digipa-high-impact
Cicely Hey,0.43449926,digipa-low-impact
Cicely Mary Barker,0.6841806,fineart
Cimabue,0.75720495,fineart
Cindy Sherman,0.58666563,digipa-high-impact
Claes Corneliszoon Moeyaert,0.65386075,fineart
Claes Jansz. Visscher,0.6466888,fineart
Claire Dalby,0.46117848,digipa-low-impact
Claire Hummel,0.44119984,digipa-low-impact
Clara Miller Burd,0.47797233,digipa-med-impact
Clara Peeters,0.64725095,fineart
Clara Weaver Parrish,0.5284487,digipa-high-impact
Clarence Holbrook Carter,0.5514105,fineart
Clarice Beckett,0.487809,digipa-med-impact
Clark Voorhees,0.4495309,digipa-low-impact
Claude Bonin-Pissarro,0.70739406,fineart
Claude Cahun,0.7588153,weird
Claude Lorrain,0.7217102,fineart
Claude Monet,0.7541377,fineart
Claude Rogers,0.55272067,digipa-high-impact
Clemens Ascher,0.5480207,digipa-high-impact
Cleon Peterson,0.74163914,scribbles
Cleve Gray,0.449188,digipa-low-impact
Cliff Chiang,0.57375133,digipa-high-impact
Cliff Childs,0.43611953,digipa-low-impact
Clifford Ross,0.44139367,digipa-low-impact
Clive Madgwick,0.4749857,fineart
Clovis Trouille,0.47669724,digipa-med-impact
Clyde Caldwell,0.47305286,fineart
Clyfford Still,0.67667866,fineart
Clément Serveau,0.43050706,digipa-low-impact
Coby Whitmore,0.6515695,fineart
Coles Phillips,0.7158309,scribbles
Colijn de Coter,0.5792779,fineart
Colin Campbell Cooper,0.6147882,fineart
Colin Geller,0.43559563,digipa-low-impact
Colin McCahon,0.76086944,scribbles
Conor Harrington,0.5967809,fineart
Conrad Marca-Relli,0.5148334,digipa-med-impact
Conrad Roset,0.8190752,cartoon
Conroy Maddox,0.47645602,digipa-med-impact
Constance Copeman,0.4334836,digipa-low-impact
Constance Gordon-Cumming,0.47219282,digipa-low-impact
Constance-Anne Parker,0.47832203,digipa-med-impact
Constantin Brancusi,0.7004367,scribbles
Constantin Hansen,0.5984213,fineart
Constantine Andreou,0.4533816,digipa-low-impact
Coppo di Marcovaldo,0.5327443,fineart
Cor Melchers,0.53099334,fineart
Corneille,0.6356381,fineart
Cornelia MacIntyre Foley,0.6510235,fineart
Cornelia Parker,0.6712246,fineart
Cornelis Anthonisz,0.6001956,fineart
Cornelis Bisschop,0.64119905,digipa-high-impact
Cornelis Claesz van Wieringen,0.6770269,fineart
Cornelis de Heem,0.6968436,fineart
Cornelis de Man,0.66494393,fineart
Cornelis Dusart,0.6753622,fineart
Cornelis Engebrechtsz,0.64091057,fineart
Cornelis Pietersz Bega,0.64423996,fineart
Cornelis Saftleven,0.6684047,fineart
Cornelis van Haarlem,0.6677613,fineart
Cornelis van Poelenburgh,0.69821274,fineart
Cornelis Verbeeck,0.645782,fineart
Correggio,0.650689,fineart
Cory Arcangel,0.4558071,digipa-low-impact
Cory Loftis,0.6168619,cartoon
Craig Davison,0.499598,special
Craig Mullins,0.49085408,fineart
Craig Thompson,0.5346844,digipa-high-impact
Craola,0.65639997,scribbles
Cricorps Grégoire,0.51267076,fineart
Cristofano Allori,0.6858083,fineart
Csaba Markus,0.6384506,fineart
Cui Zizhong,0.47902682,fareast
Cuno Amiet,0.7979497,scribbles
Cy Twombly,0.72814107,scribbles
Cynthia Sheppard,0.51099646,fineart
Cyril Rolando,0.68644965,cartoon
Cándido López,0.48915705,digipa-med-impact
Cézanne,0.7879481,scribbles
D. Alexander Gregory,0.5334464,fineart
D. Howard Hitchcock,0.48902267,digipa-med-impact
Dai Jin,0.4375449,fareast
Dain Yoon,0.45977795,fareast
Dale Chihuly,0.79982775,digipa-high-impact
Dali,0.5928694,nudity
Dalí,0.45400402,digipa-low-impact
Damien Hirst,0.7136273,scribbles
Dan Flavin,0.51901346,digipa-med-impact
Dan Hillier,0.48966256,digipa-med-impact
Dan Mumford,0.5843051,cartoon
Dan Scott,0.46897763,digipa-low-impact
Dan Smith,0.669563,digipa-high-impact
Dan Witz,0.44476372,fineart
Daniel Buren,0.5654043,fineart
Daniel Chodowiecki,0.47825167,digipa-med-impact
Daniel Clowes,0.6495775,fineart
Daniel F. Gerhartz,0.58389103,fineart
Daniel Garber,0.6489332,fineart
Daniel Maclise,0.6678073,fineart
Daniel Merriam,0.6639365,fineart
Daniel Ridgway Knight,0.63251615,fineart
Daniel Seghers,0.53494316,fineart
Daniela Uhlig,0.4691466,special
Dante Gabriel Rossetti,0.7244541,fineart
Daphne Allen,0.59666026,fineart
Daphne Fedarb,0.5582459,digipa-high-impact
Daphne McClure,0.5007391,digipa-med-impact
Darek Zabrocki,0.49975997,digipa-med-impact
Darwyn Cooke,0.7435789,scribbles
Dave Dorman,0.46852386,fineart
Dave Gibbons,0.5520954,digipa-high-impact
Dave McKean,0.6438012,cartoon
David A Hardy,0.5554935,fineart
David A. Hardy,0.51376164,fineart
David Aja,0.62812066,scribbles
David Alfaro Siqueiros,0.7297947,scribbles
David Allan,0.43969798,digipa-low-impact
David Annand,0.48418126,digipa-med-impact
David B. Mattingly,0.48370445,digipa-med-impact
David Bailly,0.43371305,digipa-low-impact
David Begbie,0.4316218,digipa-low-impact
David Bomberg,0.6537477,fineart
David Bowie,0.73773724,weird
David Brewster,0.57385933,digipa-high-impact
David Burdeny,0.62950236,digipa-high-impact
David Burliuk,0.731803,scribbles
David Burton-Richardson,0.49659324,digipa-med-impact
David Chipperfield,0.51424,digipa-med-impact
David Choe,0.6840449,scribbles
David Cooke Gibson,0.4976222,digipa-med-impact
David Dougal Williams,0.5410126,digipa-high-impact
David Driskell,0.719564,scribbles
David Eugene Henry,0.48173362,fineart
David Finch,0.29487437,digipa-low-impact
David Firth,0.69400465,scribbles
David G. Sorensen,0.38101727,digipa-low-impact
David Garner,0.47106326,digipa-low-impact
David Gilmour Blythe,0.5924247,digipa-high-impact
David Hockney,0.8496144,scribbles
David Inshaw,0.76905304,scribbles
David LaChapelle,0.7144903,scribbles
David Ligare,0.5301894,fineart
David Lynch,0.57751054,digipa-low-impact
David Macaulay,0.5241233,digipa-med-impact
David Macbeth Sutherland,0.5949968,fineart
David McClellan,0.39739317,digipa-low-impact
David Octavius Hill,0.6333561,digipa-high-impact
David Palumbo,0.47632077,fineart
David Park,0.43235332,digipa-low-impact
David Paton,0.4842217,digipa-med-impact
David Ramsay Hay,0.52974963,digipa-high-impact
David Roberts,0.5255326,fineart
David Shrigley,0.6553904,digipa-high-impact
David Spriggs,0.46671993,digipa-low-impact
David Teniers III,0.71569765,fineart
David Teniers the Elder,0.7181293,fineart
David Teniers the Younger,0.7221168,fineart
David Watson Stevenson,0.54191554,fineart
David Wiesner,0.7406237,scribbles
David Wilkie,0.6722781,fineart
David Wojnarowicz,0.7705802,scribbles
David Young Cameron,0.7541016,scribbles
De Hirsh Margules,0.58059025,fineart
Dean Cornwell,0.56977296,fineart
Dean Ellis,0.50233585,fineart
Dean Roger,0.45112592,digipa-low-impact
Debbie Criswell,0.7895031,cartoon
Delaunay,0.58657396,fineart
Delmer J. Yoakum,0.576538,fineart
Delphin Enjolras,0.5594248,fineart
Demetrios Farmakopoulos,0.5181248,digipa-med-impact
Denis Eden,0.58739066,digipa-high-impact
Dennis Flanders,0.44673377,digipa-low-impact
Dennis H. Farber,0.56453323,digipa-high-impact
Dennis Miller Bunker,0.63078755,fineart
Derek Chittock,0.492694,digipa-med-impact
Derek Gores,0.51769906,digipa-med-impact
Derek Jarman,0.5887292,digipa-high-impact
Desmond Morris,0.5951916,fineart
Diane Arbus,0.655138,digipa-high-impact
Diane Dillon,0.70968723,scribbles
Dick Bickenbach,0.5644289,fineart
Diego Dayer,0.5549119,fineart
Diego Giacometti,0.72415763,scribbles
Diego Rivera,0.6625808,fineart
Diego Velázquez,0.6666799,fineart
Dieric Bouts,0.5005882,fineart
Dino Valls,0.611533,fineart
Dionisio Baixeras Verdaguer,0.5590695,fineart
Dionisius,0.56875896,fineart
Dirck de Bray,0.55221736,fineart
Dirck de Quade van Ravesteyn,0.67309594,fineart
Dirck Hals,0.63559663,fineart
Dirck van Baburen,0.6213001,fineart
Dirck van Delen,0.5661764,fineart
Dirck van der Lisse,0.6253871,fineart
Ditlev Blunck,0.6282925,fineart
Dmitry Kustanovich,0.7241322,cartoon
Doc Hammer,0.46075988,digipa-low-impact
Dod Procter,0.6291759,fineart
Domenichino,0.72667265,fineart
Domenico di Pace Beccafumi,0.6129922,fineart
Domenico Ghirlandaio,0.76372653,fineart
Domenico Induno,0.5583946,fineart
Domenico Pozzi,0.6434162,fineart
Domenico Quaglio the Younger,0.65769434,fineart
Domenico Zampieri,0.6049726,fineart
Don Bluth,0.6693046,cartoon
Don Maitz,0.4743015,fineart
Donald Judd,0.6552257,fineart
Donald Roller Wilson,0.48767656,digipa-med-impact
Donald Sherwood,0.5490415,digipa-high-impact
Donato Giancola,0.57052535,fineart
Dong Kingman,0.49063343,digipa-med-impact
Dong Yuan,0.4303865,fareast
Dora Carrington,0.7239633,scribbles
Dora Maar,0.62862253,digipa-high-impact
Dorina Costras,0.6835419,fineart
Doris Blair,0.57221186,fineart
Doris Boulton-Maude,0.62593174,fineart
Dorning Rasbotham,0.56511617,fineart
Dorothea Braby,0.49161923,digipa-med-impact
Dorothea Lange,0.71361613,black-white
Dorothea Tanning,0.6797955,fineart
Dorothea Warren O'Hara,0.6290113,fineart
Dorothy Bradford,0.55760014,digipa-high-impact
Dorothy Burroughes,0.5804835,fineart
Dorothy Coke,0.5282345,digipa-high-impact
Dorothy Elizabeth Bradford,0.6001929,fineart
Dorothy Hood,0.54226196,digipa-high-impact
Dorothy Johnstone,0.65267503,fineart
Dorothy King,0.5150925,digipa-med-impact
Dorothy Lathrop,0.74418795,fineart
Dorothy Lockwood,0.6273235,fineart
Dosso Dossi,0.48775777,digipa-med-impact
Doug Chiang,0.5313724,fineart
Doug Wildey,0.5983639,digipa-high-impact
Douglas Bourgeois,0.47527707,digipa-med-impact
Douglas Robertson Bisset,0.49031347,digipa-med-impact
Douglas Shuler,0.4695691,digipa-low-impact
Douglas Smith,0.588804,digipa-high-impact
Dr. Atl,0.459287,digipa-low-impact
Dr. Seuss,0.5597466,c
Drew Struzan,0.5317983,digipa-high-impact
Du Jin,0.5249934,digipa-med-impact
Du Qiong,0.48414314,fareast
Duccio,0.72795,fineart
Dugald Sutherland MacColl,0.6042907,fineart
Dulah Marie Evans,0.44662604,digipa-low-impact
Duncan Grant,0.6852565,scribbles
Dustin Nguyen,0.64909416,cartoon
Duy Huynh,0.77634746,scribbles
Dwight William Tryon,0.620984,fineart
Dóra Keresztes,0.4558745,fineart
Dürer,0.7324789,fineart
E. Charlton Fortune,0.586376,fineart
E. H. Shepard,0.7091189,cartoon
E. Simms Campbell,0.6030443,fineart
E. T. A. Hoffmann,0.5887251,fineart
E. William Gollings,0.52461207,digipa-med-impact
Earl Norem,0.5398575,fineart
Earle Bergey,0.5298525,fineart
Earnst Haeckel,0.6344333,fineart
Ed Benedict,0.62764007,digipa-high-impact
Ed Binkley,0.43222216,digipa-low-impact
Ed Brubaker,0.5910869,digipa-high-impact
Ed Emshwiller,0.63615763,fineart
Ed Freeman,0.42526615,digipa-low-impact
Ed Mell,0.6637067,cartoon
Ed Paschke,0.68974686,scribbles
Ed Roth,0.5849769,digipa-high-impact
Eddie Campbell,0.57329535,digipa-high-impact
Eddie Mendoza,0.4949638,digipa-med-impact
Edgar Ainsworth,0.5525424,digipa-high-impact
Edgar Degas,0.72538006,fineart
Edgar Schofield Baum,0.56965977,fineart
Edi Rama,0.5949226,digipa-high-impact
Edith Edmonds,0.5643151,fineart
Edith Grace Wheatley,0.61428297,fineart
Edith Lawrence,0.65010095,fineart
Edmond Aman-Jean,0.57168096,fineart
Edmond Bille,0.62339354,fineart
Edmond Xavier Kapp,0.5758474,fineart
Edmund Blampied,0.603072,fineart
Edmund Charles Tarbell,0.6230626,fineart
Edmund Dulac,0.81104875,scribbles
Edmund F. Ward,0.5892848,fineart
Edmund Greacen,0.6109115,fineart
Edmund Leighton,0.6689639,fineart
Edouard Manet,0.7101296,fineart
Edouard Riou,0.6250113,fineart
Eduard von Grützner,0.6397164,fineart
Eduard von Steinle,0.59008586,fineart
Eduardo Kingman,0.6759026,fineart
Eduardo Kobra,0.85036755,weird
Eduardo Lefebvre Scovell,0.5795808,fineart
Eduardo Paolozzi,0.81312317,scribbles
Edvard Munch,0.74719715,scribbles
Edward Armitage,0.54358315,fineart
Edward Arthur Walton,0.59945667,fineart
Edward Atkinson Hornel,0.6719265,fineart
Edward Avedisian,0.5393925,fineart
Edward Bailey,0.45659882,digipa-low-impact
Edward Baird,0.5049874,digipa-med-impact
Edward Ben Avram,0.50778764,digipa-med-impact
Edward Burne-Jones,0.75220466,fineart
Edward Clark,0.48703307,digipa-med-impact
Edward Corbett,0.55701995,nudity
Edward Dugmore,0.63179636,fineart
Edward George Handel Lucas,0.49166748,digipa-med-impact
Edward Gorey,0.7984938,scribbles
Edward Henry Potthast,0.6895703,fineart
Edward Hicks,0.4708863,digipa-low-impact
Edward Hopper,0.6884258,special
Edward John Poynter,0.60147405,fineart
Edward Julius Detmold,0.67421955,fineart
Edward Kemble,0.5476892,fineart
Edward Lamson Henry,0.6549521,fineart
Edward Lear,0.6655078,fineart
Edward Marshall Boehm,0.5530143,fineart
Edward Mitchell Bannister,0.5804899,fineart
Edward Okuń,0.5897297,fineart
Edward P. Beard Jr.,0.59543866,fineart
Edward Robert Hughes,0.6315573,fineart
Edward Ruscha,0.71438885,fineart
Edward Simmons,0.50598735,digipa-med-impact
Edward Sorel,0.6655388,fineart
Edward Steichen,0.69837445,black-white
Edward Wadsworth,0.6308917,scribbles
Edward Weston,0.7061382,black-white
Edward Willis Redfield,0.66058433,fineart
Edwin Austin Abbey,0.66596496,fineart
Edwin Deakin,0.5031717,fineart
Edwin Dickinson,0.58921975,digipa-high-impact
Edwin G. Lucas,0.5553578,fineart
Edwin Georgi,0.56868523,fineart
Edwin Henry Landseer,0.62363374,fineart
Edwin Landseer,0.6166703,fineart
Eero Järnefelt,0.57540673,fineart
Eero Saarinen,0.5725142,digipa-high-impact
Eero Snellman,0.46777654,digipa-low-impact
